ds,yhat,yhat_lower,yhat_upper
2023-11-24,2228.262277842532,1979.4738105157867,2484.0332878640934
2023-11-25,2278.864960070056,2018.5720483980124,2515.3889717491306
2023-11-26,2219.4071912722006,1950.2559902420217,2478.972929905736
2023-11-27,2284.426031929732,2005.0808634636805,2529.887961145599
2023-11-28,2239.2785632715922,1964.0387800860287,2501.5827261889235
2023-11-29,2195.1107140005033,1948.2423681330981,2467.750070695215
2023-11-30,2242.6812981933303,2002.683771020673,2494.0936781515898
2023-12-01,2249.7628846124408,1996.729194017461,2518.467692839168
2023-12-02,2265.3711149831047,1986.8084809976162,2521.1743208913913
2023-12-03,2196.2351779614337,1924.379841195043,2453.7704329520357
2023-12-04,2256.358361038467,1994.302687220345,2537.3713340073054
2023-12-05,2245.034301266878,1980.5664828192705,2521.5450761424713
2023-12-06,2210.927198946506,1952.496419994723,2478.0416412851996
2023-12-07,2254.703046032932,1995.8511154811981,2526.0766802035514
2023-12-08,2239.3459657604603,1979.5167259636873,2508.160299087075
2023-12-09,2273.397105781112,2012.0878262607082,2542.7303588212762
2023-12-10,2204.7027755145627,1940.4998079373036,2457.9463614855113
2023-12-11,2244.2277212614463,1991.8967431437247,2504.933971823087
2023-12-12,2244.90829347834,1993.2479787399593,2530.1191954919236
2023-12-13,2206.8597270731143,1964.1339544649186,2473.6430488010756
2023-12-14,2251.7666641397186,1993.1830618479403,2507.754841262235
2023-12-15,2246.832580899275,1979.1061875104324,2520.3060222732774
2023-12-16,2268.873435692883,2007.8545446692322,2521.226602065534
2023-12-17,2219.0588144302897,1960.8301132518632,2487.5123139419306
2023-12-18,2248.8504374263375,2001.8369025619843,2476.511663252588
2023-12-19,2258.602080707484,2012.9910560111734,2517.8899793095597
2023-12-20,2213.1560895802545,1967.9947000285104,2472.317414839674
2023-12-21,2270.3400071699475,2012.4892595733932,2533.283416420875
2023-12-22,2247.699244639074,1993.8780449745834,2500.3035709158667
2023-12-23,2266.843163256499,2012.379839781279,2519.5089735420897
2023-12-24,2209.4008547591816,1946.75566038063,2466.7570536806206
2023-12-25,2260.9472477805907,2005.4471111160456,2538.180195579218
2023-12-26,2258.7358491378104,2010.7714370374229,2532.0885216768784
2023-12-27,2206.6762241641686,1951.624464467113,2469.420252637082
2023-12-28,2254.0973653011433,1979.8973895918134,2535.9183332611874
2023-12-29,2257.186297226137,1992.7481017441162,2511.9984829519085
2023-12-30,2272.8382045940366,1999.5223203331902,2516.7928691539905
2023-12-31,2215.036077226131,1968.907943355094,2475.0350711303186
2024-01-01,2258.582116000732,1985.2664543598983,2508.5453462856844
2024-01-02,2255.5888936496676,1996.3866020687149,2530.8484873653133
2024-01-03,2214.371706930964,1967.8605754522403,2481.7479053531847
2024-01-04,2260.319706509029,1977.2788252850805,2521.4451414677874
2024-01-05,2255.8530404533376,1985.7856647326648,2517.2312979112194
2024-01-06,2281.4857713226816,2047.0937413006188,2541.402452421556
2024-01-07,2215.345027942543,1974.0565546456407,2487.5070847441502
2024-01-08,2258.891066717001,1983.743743300465,2490.715016984653
2024-01-09,2255.8978443660767,1987.2383256626827,2532.061944972284
2024-01-10,2214.680657647165,1958.3450250517046,2466.423771964089
2024-01-11,2260.628657225376,2001.83215224199,2550.2776765422095
2024-01-12,2256.1619911697544,1981.7877116499653,2525.9367945414006
2024-01-13,2281.7947220391925,2027.7186921143436,2551.88633033013
2024-01-14,2215.653978658842,1965.7249412452443,2469.317275935857
2024-01-15,2259.2000174333725,1988.7519306440254,2515.371538159444
2024-01-16,2256.206795082486,2010.348934495903,2528.5971340066963
2024-01-17,2214.9896083636513,1950.0982111782416,2450.2051875791017
2024-01-18,2260.9376079418166,1996.6217679426527,2531.476537676649
2024-01-19,2256.470941886171,1994.1493106566554,2510.6398889446205
2024-01-20,2282.1036727555393,2006.4749831067609,2538.6662504257793
2024-01-21,2215.962929375367,1956.7486238674894,2481.0764362001078
2024-01-22,2259.5089681497434,1995.6810999299155,2524.5005815234167
2024-01-23,2256.5157457987298,1993.0394570659698,2531.7113637198827
2024-01-24,2215.29855908006,1963.8174021899958,2470.2998138649145
